id_client,predicted_prob
177,1.590977185058361e-08
178,3.329182469995499e-08
179,5.632713501153505e-09
180,5.382190212316907e-07
181,5.776945198818507e-08
182,3.501919400482325e-08
183,1.3113869558402565e-08
184,6.634464170882014e-08
185,1.5656269612348034e-06
186,3.8665330919015065e-06
187,4.5427745589504123e-07
188,1.1869605599828354e-07
189,5.382190212316907e-07
190,1.1869605599828354e-07
191,1.8792382006222314e-08
192,2.6499867192263217e-08
193,2.0478539547506886e-09
194,2.6256868000020697e-07
195,2.655509489933365e-07
196,2.9214106545648543e-08
197,1.4980506903989148e-08
198,3.2641625627813976e-08
199,3.918282248957612e-08
200,1.2521833389344386e-07
201,2.003862088354338e-06
202,1.590977185058361e-08
203,1.4952577521793717e-07
204,8.995632802804676e-07
205,5.966891214960836e-08
206,3.9636157901486775e-08
207,3.072864930495268e-09
208,7.784631382258835e-08
209,1.3324565337010526e-08
210,9.002369506146486e-08
211,5.382190212316907e-07
212,2.0927437953617124e-07
213,9.439565015156522e-09
214,5.382190212316907e-07
215,2.0478539547506886e-09
216,4.787389207557997e-08
217,5.912052249786093e-07
218,2.192876642377568e-07
219,2.8145679981292348e-08
220,2.0478539547506886e-09
221,2.330754482057852e-08
222,2.0478539547506886e-09
223,3.1880630592789385e-08
224,6.64888992403014e-09
225,9.641849508250023e-08
226,5.966891214960836e-08
227,2.0478539547506886e-09
228,1.4022803067429948e-08
229,2.0478539547506886e-09
230,5.382190212316907e-07
231,2.0478539547506886e-09
232,2.0478539547506886e-09
233,2.9214106545648543e-08
234,2.0478539547506886e-09
235,2.286760203786935e-08
236,3.1880630592789385e-08
237,5.382190212316907e-07
238,2.0478539547506886e-09
239,2.3059072411977858e-08
240,2.0478539547506886e-09
241,2.6499867192263217e-08
242,2.0478539547506886e-09
243,1.590977185058361e-08
244,2.0478539547506886e-09
245,5.382190212316907e-07
246,2.0478539547506886e-09
247,2.2844110668959966e-07
248,3.3875185440710885e-08
249,6.24556032801931e-09
250,2.3815631938323706e-07
251,1.1932427445823644e-07
252,5.382190212316907e-07
253,4.641978344403776e-08
254,1.3764204714585484e-06
255,1.590977185058361e-08
256,1.0073492501338814e-06
257,1.1845213845315113e-07
258,1.590977185058361e-08
259,2.0478539547506886e-09
260,4.7473760193050537e-08
261,1.1869605599828354e-07
262,2.389701907761009e-08
263,5.966891214960836e-08
264,1.1869605599828354e-07
265,2.2977477101669736e-08
266,1.5762935061561972e-07
267,2.7759447940081162e-08
268,3.3875185440710885e-08
269,2.56168963629578e-07
270,2.0478539547506886e-09
271,3.4179676016084692e-09
272,1.5677803690910183e-07
273,2.192876642377568e-07
274,3.907687128962745e-08
275,2.0478539547506886e-09
276,2.0478539547506886e-09
277,2.003862088354338e-06
278,3.907687128962745e-08
279,2.0478539547506886e-09
280,4.2577828376874657e-07
281,2.0478539547506886e-09
282,2.0478539547506886e-09
283,2.389701907761009e-08
284,4.537820054310027e-08
285,3.236451746635029e-07
286,3.687435402794993e-07
287,1.590977185058361e-08
288,4.4312899152391986e-08
289,3.832835757217145e-09
290,9.38599324592048e-09
291,2.0092298381831485e-08
292,2.0478539547506886e-09
293,2.7759447940081162e-08
294,3.832835757217145e-09
295,7.27180031185922e-08
296,1.590977185058361e-08
297,3.3534043969196424e-08
298,1.1869605599828354e-07
299,1.062489014704939e-08
300,3.07321277106523e-07
301,2.0478539547506886e-09
302,1.590977185058361e-08
303,2.0478539547506886e-09
304,4.431950819870935e-07
305,2.9214106545648543e-08
306,1.590977185058361e-08
307,2.0478539547506886e-09
308,1.590977185058361e-08
309,4.868013983591277e-07
310,2.192876642377568e-07
311,2.389701907761009e-08
312,1.590977185058361e-08
313,1.0437627407595185e-07
314,2.192876642377568e-07
315,3.320180288498486e-08
316,2.5573899844628332e-08
317,1.3353677624058186e-07
318,2.3631507705947878e-08
319,3.4179676016084692e-09
320,3.9211720570551676e-08
321,4.311868290876207e-08
322,3.3843819832993043e-07
323,2.0478539547506886e-09
324,1.1869605599828354e-07
325,2.0478539547506886e-09
326,1.1869605599828354e-07
327,5.3354590042297555e-08
328,1.3764204714585484e-06
329,7.455922936378016e-09
330,1.3089614929479602e-07
331,1.7602648397128016e-07
332,2.389701907761009e-08
333,5.382190212316907e-07
334,5.382190212316907e-07
335,2.0478539547506886e-09
336,3.832835757217145e-09
337,1.590977185058361e-08
338,7.803170750223564e-08
339,2.003862088354338e-06
340,2.003862088354338e-06
341,3.1880630592789385e-08
342,1.0602499598362756e-07
343,5.770434557869846e-08
344,1.1869605599828354e-07
345,2.6499867192263217e-08
346,7.487929929136232e-07
347,5.912052249786093e-07
348,3.884160910957225e-07
349,3.3875185440710885e-08
350,6.227956620932257e-08
351,2.1988223044008682e-07
352,3.320180288498486e-08
353,5.382190212316907e-07
354,2.9135110968555154e-08
355,3.501919400482325e-08
356,2.0478539547506886e-09
357,3.4179676016084692e-09
358,2.0478539547506886e-09
359,3.8665330919015065e-06
360,6.748226515739869e-07
361,7.0379936535695585e-09
362,2.515736333967389e-08
363,7.435064947300942e-08
364,1.590977185058361e-08
365,1.590977185058361e-08
366,2.0478539547506886e-09
367,2.3631507705947878e-08
368,5.382190212316907e-07
369,4.035906679647575e-08
370,5.47128208673752e-07
371,1.563541057542578e-07
372,1.1869605599828354e-07
373,4.693209817646747e-09
374,7.651556684474165e-08
375,2.0537604892695788e-07
376,7.0379936535695585e-09
377,3.059006883453867e-08
378,2.9214106545648543e-08
379,2.6499867192263217e-08
380,6.19810834351874e-08
381,7.554109822201884e-08
382,1.590977185058361e-08
383,2.0478539547506886e-09
384,1.1436001907458427e-07
385,1.5677803690910183e-07
386,1.0479963258844096e-07
387,2.0478539547506886e-09
388,5.912052249786093e-07
389,2.1245500220179508e-08
390,2.0478539547506886e-09
391,5.382190212316907e-07
392,7.035352538875016e-09
393,2.389701907761009e-08
394,1.8792382006222314e-08
395,2.576594218403375e-07
396,2.3631507705947878e-08
397,2.9214106545648543e-08
398,2.9214106545648543e-08
399,2.4590448961218637e-07
400,2.003862088354338e-06
401,1.1869605599828354e-07
402,2.3631507705947878e-08
403,1.379130796787091e-06
404,3.501919400482325e-08
405,2.389701907761009e-08
406,2.0478539547506886e-09
407,2.0478539547506886e-09
408,1.8792382006222314e-08
409,1.0000104114928276e-08
410,2.0478539547506886e-09
411,3.9225605458158063e-07
412,4.060436744575667e-09
413,1.1605772442251595e-08
414,7.868923947958741e-08
415,2.0478539547506886e-09
416,5.730564873156025e-08
417,3.1006789531014277e-07
418,6.61360226032562e-07
419,2.397230864748575e-07
420,3.1880630592789385e-08
421,6.372916383653368e-08
422,1.1869605599828354e-07
423,2.0478539547506886e-09
424,5.382190212316907e-07
425,1.0000104114928276e-08
426,2.3631507705947878e-08
427,1.590977185058361e-08
428,4.3439663623516436e-08
429,2.7759447940081162e-08
430,3.9909633288484334e-07
431,1.0200135988966539e-07
432,8.918636283184557e-09
433,1.0000104114928276e-08
434,1.590977185058361e-08
435,2.0478539547506886e-09
436,2.6499867192263217e-08
437,2.6256868000020697e-07
438,1.0455185058892375e-08
439,2.0478539547506886e-09
440,1.590977185058361e-08
441,1.5677803690910183e-07
442,6.227956620932257e-08
443,5.4477234430884814e-08
444,1.590977185058361e-08
445,2.505054544616162e-07
446,1.454992283604788e-05
447,5.6860740495870265e-08
448,8.497994784572774e-08
449,2.3953395003012797e-07
450,5.927936415768437e-08
451,9.132940513536118e-08
452,4.462815503871792e-08
453,5.770434557869846e-08
454,4.2577828376874657e-07
455,2.0478539547506886e-09
456,3.1326082682113885e-07
457,2.0478539547506886e-09
458,2.5619355445250042e-08
459,4.693209817646747e-09
460,1.553953401971882e-09
461,1.590977185058361e-08
462,1.590977185058361e-08
463,4.973727462059113e-08
464,1.5992877589042036e-07
465,1.8564089062606694e-09
466,4.879032668796994e-07
467,1.8165299899788274e-06
468,2.3222083576023707e-07
469,1.8886674383024084e-08
470,3.480616096265355e-08
471,1.4626296122369672e-07
472,1.6368247699436666e-08
473,1.8165299899788274e-06
474,1.719081984552234e-07
475,2.1731241215904753e-07
476,4.038268244036511e-08
477,1.8962461227598745e-07
478,1.4212153535603263e-07
479,9.932336569599136e-08
480,1.4422435803957796e-08
481,2.4075762422369207e-06
482,4.879032668796994e-07
483,2.1662989705128535e-08
484,1.0759967398306993e-07
485,8.236623056255091e-08
486,1.9878740876377476e-07
487,6.315100916628458e-09
488,2.1093849193591433e-08
489,1.0125070621776523e-08
490,2.4675583271497864e-08
491,6.901113346353751e-08
492,2.648300558333838e-08
493,1.0785948973548073e-08
494,1.7871640116666985e-07
495,2.648300558333838e-08
496,7.427966771394207e-07
497,5.17679826696683e-07
498,1.8564089062606694e-09
499,1.9666459546641013e-09
500,1.4422435803957796e-08
501,4.113598813240977e-08
502,2.1422299847329122e-08
503,4.879032668796994e-07
504,1.3580043833679187e-08
505,1.0759967398306993e-07
506,1.8564089062606694e-09
507,3.174540044234851e-08
508,1.8564089062606694e-09
509,1.4328069749877218e-07
510,3.070834030649172e-08
511,2.890024779229191e-08
512,1.4092025151911042e-07
513,3.58479399450794e-07
514,5.516928733693335e-08
515,1.0759967398306993e-07
516,4.879032668796994e-07
517,1.0927686522295837e-08
518,3.09843652816618e-09
519,8.029841589556609e-08
520,2.4608859959373716e-08
521,5.17679826696683e-07
522,3.551978925345606e-08
523,3.503635498254013e-08
524,3.7525415367820706e-08
525,3.332780052315893e-07
526,3.551978925345606e-08
527,6.483005016246359e-07
528,9.430306725152095e-09
529,1.8564089062606694e-09
530,1.8564089062606694e-09
531,6.164853292553637e-08
532,1.8165299899788274e-06
533,2.648300558333838e-08
534,4.879032668796994e-07
535,1.2903852422887959e-08
536,1.7284965358629602e-08
537,9.780415334000289e-09
538,9.779375301434412e-07
539,1.0759967398306993e-07
540,4.879032668796994e-07
541,1.8165299899788274e-06
542,2.648300558333838e-08
543,2.2291594278654784e-07
544,2.268203354182872e-07
545,1.1286151032632583e-07
546,7.676315945917921e-08
547,6.758900808514069e-09
548,2.78591142137934e-07
549,8.508537157818836e-09
550,5.166783134048454e-08
551,1.0759967398306993e-07
552,5.928540013351569e-09
553,1.0957315340933807e-08
554,1.8564089062606694e-09
555,8.508537157818836e-09
556,1.790535254871526e-07
557,4.879032668796994e-07
558,1.8564089062606694e-09
559,9.821690684208765e-08
560,8.51947650011076e-08
561,1.328583322543791e-07
562,1.8564089062606694e-09
563,2.9558832750073956e-08
564,1.8564089062606694e-09
565,1.3330931120370815e-07
566,3.070834030649172e-08
567,4.8600449150066135e-09
568,2.648300558333838e-08
569,2.453817664410149e-06
570,1.4422435803957796e-08
571,1.8564089062606694e-09
572,1.677668089614088e-08
573,2.402250876766552e-08
574,4.879032668796994e-07
575,4.657796037992426e-10
576,4.879032668796994e-07
577,3.09843652816618e-09
578,4.879032668796994e-07
579,1.4422435803957796e-08
580,1.8564089062606694e-09
581,1.782331482176461e-07
582,1.9107374117848297e-07
583,2.1422299847329122e-08
584,3.070834030649172e-08
585,2.8538705918428842e-06
586,4.879032668796994e-07
587,2.2291594278654784e-07
588,3.551978925345606e-08
589,1.0759967398306993e-07
590,1.4422435803957796e-08
591,1.372987426775965e-07
592,8.418752620624831e-10
593,1.8564089062606694e-09
594,4.879032668796994e-07
595,2.1422299847329122e-08
596,4.578708366772788e-08
597,1.8564089062606694e-09
598,1.7539780187341707e-09
599,3.070834030649172e-08
600,6.758900808514069e-09
601,4.879032668796994e-07
602,3.581417092513406e-08
603,1.4383437224471802e-08
604,8.508537157818836e-09
605,1.8564089062606694e-09
606,3.2715791267832282e-09
607,1.3782877987640255e-08
608,1.8564089062606694e-09
609,3.581417092513406e-08
610,1.4868285131337514e-07
611,2.1019849392864338e-07
612,1.8165299899788274e-06
613,2.1422299847329122e-08
614,1.0957315340933807e-08
615,1.4383437224471802e-08
616,1.8962461227598745e-07
617,2.78591142137934e-07
618,2.402250876766552e-08
619,2.78591142137934e-07
620,3.9178612620490126e-08
621,1.8564089062606694e-09
622,5.314475510406196e-09
623,1.9878740876377476e-07
624,1.8564089062606694e-09
625,4.879032668796994e-07
626,3.713696528596816e-08
627,4.879032668796994e-07
628,1.4289326343228777e-07
629,7.233403180357779e-08
630,4.879032668796994e-07
631,1.8564089062606694e-09
632,1.7775120199463998e-07
633,1.4328069749877218e-07
634,1.8564089062606694e-09
635,1.827390796021869e-09
636,8.557100733096852e-09
637,2.1662989705128535e-08
638,1.3158348467815557e-08
639,2.1662989705128535e-08
640,8.279141299044802e-08
641,2.4075762422369207e-06
642,1.4422435803957796e-08
643,3.4745204464474787e-09
644,3.4745204464474787e-09
645,4.879032668796994e-07
646,2.268203354182872e-07
647,3.4745204464474787e-09
648,1.8564089062606694e-09
649,1.8165299899788274e-06
650,3.195715321228919e-08
651,2.648300558333838e-08
652,3.142482585135685e-07
653,3.070834030649172e-08
654,3.859741206435563e-07
655,1.0759967398306993e-07
656,4.879032668796994e-07
657,2.436894842987461e-07
658,2.1715193060097812e-09
659,2.2181657817836832e-07
660,1.2720321665563127e-06
661,3.070834030649172e-08
662,2.3295837311227005e-07
663,4.1966412175213754e-08
664,1.8564089062606694e-09
665,5.6894628457669495e-09
666,2.402250876766552e-08
667,2.1662989705128535e-08
668,3.6808439976249423e-09
669,4.879032668796994e-07
670,1.0759967398306993e-07
671,4.0730635756690835e-09
672,5.6457318048408286e-08
673,1.8564089062606694e-09
674,8.879860860718512e-09
675,1.830537049430131e-08
676,2.2291594278654784e-07
677,4.657796037992426e-10
678,1.8165299899788274e-06
679,2.1662989705128535e-08
680,1.0759967398306993e-07
681,1.1509454777733157e-07
682,1.8165299899788274e-06
683,2.174311331145721e-08
684,1.4383437224471802e-08
685,3.984728778496412e-06
686,1.0759967398306993e-07
687,2.1731241215904753e-07
688,3.174540044234851e-08
689,1.589411016356182e-07
690,4.879032668796994e-07
691,1.8165299899788274e-06
692,1.8165299899788274e-06
693,1.454730343187959e-07
694,3.5865956734451543e-07
695,4.596580921301336e-08
696,8.257288476228543e-08
697,2.648300558333838e-08
698,1.0759967398306993e-07
699,2.402250876766552e-08
700,1.2811835624712224e-07
701,3.6808439976249423e-09
702,9.780415334000289e-09
703,5.7474812380124316e-08
704,4.879032668796994e-07
705,1.8165299899788274e-06
706,4.879032668796994e-07
707,5.359360236509884e-07
708,8.78793587134064e-08
709,6.07858476368492e-08
710,9.359105977789731e-09
711,1.7410522582726394e-07
712,1.0286975013608415e-07
713,1.8564089062606694e-09
714,1.8564089062606694e-09
715,2.0312840870250802e-07
716,1.4422435803957796e-08
717,1.0759967398306993e-07
718,4.879032668796994e-07
719,7.2677912726858805e-09
720,3.4745204464474787e-09
721,1.8564089062606694e-09
722,1.4438186604962254e-07
723,1.0759967398306993e-07
724,6.411843455196437e-08
725,4.879032668796994e-07
726,1.4422435803957796e-08
727,1.0759967398306993e-07
728,8.227876916530888e-09
729,4.981987872433342e-07
730,2.648300558333838e-08
731,1.4422435803957796e-08
732,1.8564089062606694e-09
733,4.60904387559724e-08
734,5.62003417016875e-10
735,5.6894628457669495e-09
736,3.403692427513499e-08
737,9.664868706427402e-09
738,1.4422435803957796e-08
739,8.045068467155238e-08
740,2.1541938061215156e-08
741,2.648300558333838e-08
742,1.8165299899788274e-06
743,3.070834030649172e-08
744,3.174540044234851e-08
745,4.221130694014476e-07
746,9.13176592049093e-07
747,8.084871384519055e-09
748,4.879032668796994e-07
749,3.174540044234851e-08
750,5.916035212547847e-09
751,1.632398760243287e-08
752,3.174540044234851e-08
753,5.230981504862741e-08
754,3.0179515446309426e-08
755,8.508537157818836e-09
756,1.7267967454831486e-08
757,3.070834030649172e-08
758,2.1422299847329122e-08
759,1.4383437224471802e-08
760,1.4422435803957796e-08
761,3.551978925345606e-08
762,1.0759967398306993e-07
763,1.4328069749877218e-07
764,1.8564089062606694e-09
765,1.4422435803957796e-08
766,6.909236991460313e-08
767,1.8564089062606694e-09
768,1.4422435803957796e-08
769,1.70355631561926e-08
770,4.879032668796994e-07
771,1.4422435803957796e-08
772,2.1662989705128535e-08
773,4.879032668796994e-07
774,1.4422435803957796e-08
775,3.4745204464474787e-09
776,3.4745204464474787e-09
777,1.8564089062606694e-09
778,1.4422435803957796e-08
779,1.70355631561926e-08
780,4.879032668796994e-07
781,1.8165299899788274e-06
782,1.4289326343228777e-07
783,3.2390724484748304e-07
784,1.8564089062606694e-09
785,3.09843652816618e-09
786,2.268203354182872e-07
787,2.2291594278654784e-07
788,5.6457318048408286e-08
789,4.117166716446416e-07
790,1.8165299899788274e-06
791,2.4112159431823074e-07
792,1.7837213408981918e-07
793,5.0302835624362584e-08
794,3.7582919290671734e-08
795,4.879032668796994e-07
796,3.6882861286416725e-08
797,1.8564089062606694e-09
798,1.8564089062606694e-09
799,1.4422435803957796e-08
800,1.70355631561926e-08
801,1.4445492524675293e-08
802,1.4422435803957796e-08
803,1.2585954330981257e-07
804,3.615457058450365e-07
805,1.70355631561926e-08
806,2.1662989705128535e-08
807,8.463295182452861e-08
808,1.653372088350797e-07
809,3.4745204464474787e-09
810,2.402250876766552e-08
811,5.7474812380124316e-08
812,9.568631804986475e-08
813,8.48552988851103e-09
814,1.8165299899788274e-06
815,1.8564089062606694e-09
816,4.959795735672852e-07
817,1.3080915788110264e-06
818,1.0759967398306993e-07
819,2.076466164900504e-07
820,6.198798803076808e-09
821,1.8564089062606694e-09
822,1.3651370825199043e-09
823,5.6339081232769705e-08
824,3.6808439976249423e-09
825,3.4745204464474787e-09
826,9.780415334000289e-09
827,1.5476844033845513e-07
828,8.48552988851103e-09
829,3.070834030649172e-08
830,2.1662989705128535e-08
831,3.4097315132749725e-07
832,2.402250876766552e-08
833,1.3704299152488991e-08
834,1.0759967398306993e-07
835,1.2916767633384117e-08
836,2.648300558333838e-08
837,2.7031506384377955e-09
838,1.8165299899788274e-06
839,6.432874214560054e-09
840,2.7855960196871533e-09
841,2.1662989705128535e-08
842,6.887309461960814e-08
843,7.081334518831857e-08
844,1.6828612309913596e-09
845,2.1776747904887547e-08
846,2.703287067460095e-09
847,1.9894261048670976e-07
848,2.6751327314614933e-09
849,4.858336967051594e-07
850,1.0103301411704934e-06
851,1.3074144396528938e-08
852,3.336737741936344e-09
853,3.059590191848818e-08
854,8.952515246990201e-08
855,3.219919719957719e-08
856,1.6467107022388727e-06
857,1.6467107022388727e-06
858,1.2098956599328527e-06
859,2.9165926963121983e-08
860,2.381960398549251e-07
861,2.1776747904887547e-08
862,2.400722347788291e-08
863,1.5583724366614536e-07
864,2.4196052704137664e-07
865,2.470572631758646e-08
866,3.5084030613204326e-07
867,5.5527762397714926e-08
868,3.059590191848818e-08
869,2.056158832336166e-07
870,2.619848813191496e-08
871,3.4127516210660116e-08
872,7.713110660026427e-09
873,2.525468623585047e-07
874,6.640417879388756e-08
875,3.336737741936344e-09
876,1.6467107022388727e-06
877,4.422913113835667e-07
878,1.2988600374885816e-07
879,2.020764953091809e-07
880,5.034203888873345e-09
881,4.422913113835667e-07
882,1.6467107022388727e-06
883,4.422913113835667e-07
884,1.6467107022388727e-06
885,9.754064473229179e-08
886,9.754064473229179e-08
887,1.3074144396528938e-08
888,1.3074144396528938e-08
889,1.6467107022388727e-06
890,1.2953478921568985e-07
891,1.3494089306361805e-07
892,3.8214555810170215e-08
893,3.336737741936344e-09
894,1.6467107022388727e-06
895,1.9282588516288247e-09
896,7.713110660026427e-09
897,1.5092167904781272e-08
898,8.53599952197342e-08
899,8.493761415838738e-08
900,2.400722347788291e-08
901,2.1776747904887547e-08
902,4.858336967051594e-07
903,4.819005989413307e-08
904,1.6794812618210882e-07
905,1.3074144396528938e-08
906,2.7164952806799904e-06
907,1.5442981730834938e-08
908,6.49237836930916e-08
909,9.754064473229179e-08
910,2.1232694455521088e-07
911,3.1418440951016313e-09
912,1.6200897702227554e-07
913,4.422913113835667e-07
914,4.754411169450946e-09
915,1.6828612309913596e-09
916,1.3074144396528938e-08
917,6.1966780155722e-06
918,2.259348454314573e-08
919,1.2310504022490397e-08
920,9.754064473229179e-08
921,3.336737741936344e-09
922,2.7837549871146456e-08
923,5.596082241564914e-08
924,2.1776747904887547e-08
925,1.5442981730834938e-08
926,3.782423677756388e-09
927,7.33412836207566e-08
928,2.9001516859241586e-09
929,4.422913113835667e-07
930,4.422913113835667e-07
931,2.1776747904887547e-08
932,8.217767436834068e-09
933,2.8087770388080674e-09
934,4.422913113835667e-07
935,1.6113401013585098e-07
936,1.6467107022388727e-06
937,1.3074144396528938e-08
938,2.1776747904887547e-08
939,2.400722347788291e-08
940,1.3074144396528938e-08
941,1.5442981730834938e-08
942,2.848705502434168e-07
943,1.291845243740111e-07
944,1.6828612309913596e-09
945,1.6828612309913596e-09
946,2.977945536259981e-08
947,4.023495966252508e-09
948,2.5251826423226106e-09
949,1.5442981730834938e-08
950,2.8587839641799426e-07
951,1.9637810111060474e-08
952,9.754064473229179e-08
953,1.2310504022490397e-08
954,8.217767436834068e-09
955,3.3868718374063022e-09
956,1.6467107022388727e-06
957,1.6828612309913596e-09
958,2.1776747904887547e-08
959,1.3074144396528938e-08
960,2.877765972563002e-08
961,1.5891876014266936e-07
962,2.1776747904887547e-08
963,1.3038791626228858e-08
964,5.132402789428616e-09
965,2.1825027968045266e-06
966,1.6467107022388727e-06
967,2.79642628739993e-08
968,2.1015817389907482e-08
969,4.603273370923594e-08
970,1.879186793022781e-08
971,2.3057324762147332e-07
972,8.408465097006662e-08
973,6.699905190629206e-08
974,3.8747283446196226e-07
975,1.792242610466392e-07
976,1.3038791626228858e-08
977,3.326321204465305e-07
978,4.405700243656056e-09
979,2.1776747904887547e-08
980,1.6467107022388727e-06
981,9.754064473229179e-08
982,3.019334293528142e-08
983,7.923128645609784e-08
984,5.468212743177323e-08
985,1.96973860378492e-08
986,1.0431380393837196e-08
987,4.422913113835667e-07
988,2.1776747904887547e-08
989,1.3074144396528938e-08
990,3.219919719957719e-08
991,2.5274411927585155e-06
992,1.3074144396528938e-08
993,4.422913113835667e-07
994,3.336737741936344e-09
995,9.754064473229179e-08
996,2.230828365073455e-08
997,1.6828612309913596e-09
998,1.6511211660674935e-08
999,1.6467107022388727e-06
1000,2.7284185502968476e-08
1001,6.699905190629206e-08
1002,7.522237531679116e-07
1003,4.422913113835667e-07
1004,6.699905190629206e-08
1005,2.230828365073455e-08
1006,7.69225424123138e-09
1007,5.679299452437926e-07
1008,2.072957415672306e-08
1009,2.1776747904887547e-08
1010,9.252211932762919e-07
1011,3.692016531638086e-08
1012,1.131098832017214e-06
1013,1.6828612309913596e-09
1014,8.251095882911288e-08
1015,1.6828612309913596e-09
1016,1.6467107022388727e-06
1017,8.539919644937301e-08
1018,2.7837549871146456e-08
1019,2.619848813191496e-08
1020,1.2588379521223726e-08
1021,1.1536078629159636e-07
1022,2.0698949076102832e-08
1023,1.6828612309913596e-09
1024,1.9419621310856687e-08
1025,9.083792856897835e-08
1026,3.219919719957719e-08
1027,3.055995846260011e-08
1028,4.422913113835667e-07
1029,2.1776747904887547e-08
